Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Collection
Lacoste-Cotton-Regular-T-Shirt-3-Pack-B0DJWRT2V7,"Lacoste Men's 100% Cotton Regular Fit Crew Neck Undershirt, 3-Pack",,,,,TRUE,SIZE,3X-Large,COLOUR,White/Dove Grey/Black,,,B081BP5N57,0,shopify,100,deny,manual,25.07,25.07,TRUE,TRUE,,https://m.media-amazon.com/images/I/51X4uPEvp4L._AC_SL1080_.jpg,22,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Fragrance-Freesia-Jasmine-Cedarwood-B0CPT4SCR2,"Lacoste - Pour Femme Eau de Parfum - Women's Fragrance - Floral & Woody - With notes of Freesia, Jasmine & Cedarwood - 3.0 Fl Oz",,,,,TRUE,SIZE,default,COLOUR,default,,,B0CPT4SCR2,0,shopify,100,deny,manual,77.00,77.00,TRUE,TRUE,,https://m.media-amazon.com/images/I/61Sls0XYFYL._SL1500_.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack","<div class=""a-expander-collapsed-height a-row a-expander-container a-spacing-medium a-expander-partial-collapse-container"" data-a-expander-collapsed-height=""400"" data-a-expander-name=""productFactsDesktopExpander"" id=""productFactsDesktopExpander"" style=""max-height:400px""> <div class=""a-expander-content a-expander-partial-collapse-content"" data-expanded=""false""> <h3 class=""product-facts-title""> Product details </h3> <!-- this uses AUI list/listitem elements in desktop --> <div class=""a-section"" role=""list""> <div class=""a-fixed-left-grid product-facts-detail""><div class=""a-fixed-left-grid-inner"" style=""padding-left:140px""> <div class=""a-fixed-left-grid-col a-col-left"" style=""width:140px;margin-left:-140px;float:left;""> <span style=""font-weight: 600;""> <span class=""a-color-base"">Fabric type</span> </span> </div> <div class=""a-fixed-left-grid-col a-col-right"" style=""padding-left:6%;float:left;""> <span style=""font-weight: 400;""> <span class=""a-color-base"">95% Cotton, 5% Elastane</span> </span> </div> </div></div> <div class=""a-fixed-left-grid product-facts-detail""><div class=""a-fixed-left-grid-inner"" style=""padding-left:140px""> <div class=""a-fixed-left-grid-col a-col-left"" style=""width:140px;margin-left:-140px;float:left;""> <span style=""font-weight: 600;""> <span class=""a-color-base"">Care instructions</span> </span> </div> <div class=""a-fixed-left-grid-col a-col-right"" style=""padding-left:6%;float:left;""> <span style=""font-weight: 400;""> <span class=""a-color-base"">Machine Wash</span> </span> </div> </div></div> <div class=""a-fixed-left-grid product-facts-detail""><div class=""a-fixed-left-grid-inner"" style=""padding-left:140px""> <div class=""a-fixed-left-grid-col a-col-left"" style=""width:140px;margin-left:-140px;float:left;""> <span style=""font-weight: 600;""> <span class=""a-color-base"">Origin</span> </span> </div> <div class=""a-fixed-left-grid-col a-col-right"" style=""padding-left:6%;float:left;""> <span style=""font-weight: 400;""> <span class=""a-color-base"">Imported</span> </span> </div> </div></div> </div> <!-- this is where AUI list/listitem elements in desktop ends --> <hr aria-hidden=""true"" class=""a-spacing-base a-spacing-top-base a-divider-normal""/> <h3 class=""product-facts-title""> About this item </h3> <ul class=""a-unordered-list a-vertical a-spacing-small""> <li><span class=""a-list-item a-size-base a-color-base"">THIS ITEM RUNS SMALL. Size up to ensure proper fit.</span></li> <li><span class=""a-list-item a-size-base a-color-base"">COMFORTABLE AND SOFT: Cotton Stretch made from a blend of 95% cotton and 5% elastane ensure you maximum comfort. The soft brushed interior of the waistband prevents irritation when worn.</span></li> <li><span class=""a-list-item a-size-base a-color-base"">SUPPORTIVE: Featuring a comfortable elastic waistband with a logo hit, these trunks with 3"" approx. inseam, provide a secure fit that stays in place without pinching or discomfort.</span></li> <li><span class=""a-list-item a-size-base a-color-base"">LACOSTE'S SIGNATURE: Allover branded waistband with contrasted wording and stripe on top.</span></li> <li><span class=""a-list-item a-size-base a-color-base"">EASY CARE: They are machine washable and should be line dried, making them a practical choice for everyday wear while ensuring they retain their shape and comfort over time.</span></li> </ul> </div> <div class=""a-expander-header a-expander-partial-collapse-header"" id=""productFactsToggleButton""><div class=""a-expander-content-fade""></div><a aria-expanded=""false"" aria-hidden=""true"" class=""a-declarative"" data-a-expander-toggle=""{&quot;allowLinkDefault&quot;:true, &quot;expand_prompt&quot;:&quot;See more &lt;span class='aok-offscreen'&gt;About this item&lt;/span&gt;&quot;, &quot;collapse_prompt&quot;:&quot;See less &lt;span class='aok-offscreen'&gt;About this item&lt;/span&gt;&quot;}"" data-action=""a-expander-toggle"" href=""javascript:void(0)"" role=""button""><i class=""a-icon a-icon-extender-expand""></i><span class=""a-expander-prompt"">See more <span class=""aok-offscreen"">About this item</span></span></a></div> </div>",,,,TRUE,SIZE,Small,COLOUR,Navy/Red/Blue,,,B07SDD3YRB,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/61vf9JV0DJL._AC_SL1500_.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Large,COLOUR,Dove Grey/White/Navy Blue,,,B099BGSVJ2,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/61jD+eOGVYL._AC_SL1500_.jpg,2,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Large,COLOUR,Dove Grey/Royal Blue/Navy Blue/White,,,B099BS863N,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/61Egj02MUAL._AC_SL1500_.jpg,3,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Large,COLOUR,Black/White/Dove Grey,,,B099BR5GZD,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/61ZUdffx+nL._AC_SL1500_.jpg,4,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Large,COLOUR,Royal Blue/Light Blue/Grey,,,B0D96WVFJS,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/61CwzCyOt3L._AC_SL1500_.jpg,5,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Large,COLOUR,Navy/Royal Blue/Light Blue,,,B0D96WM2XP,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/81z24rBQEdL._AC_SL1500_.jpg,6,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Large,COLOUR,Black With Black Waistbands (New),,,B07SB55PCZ,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/81AjKFglj3L._AC_SL1500_.jpg,7,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Large,COLOUR,Black With Ocean Blue/Sky Mist/Graphite Waistbands,,,B0BZZP4QBV,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/417azAl5bzL._AC_SL1080_.jpg,8,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Large,COLOUR,Black/White/Grey With Multicolor Waistband,,,B07SFFS7F7,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/51gUC9jdCJL._AC_SL1080_.jpg,9,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Large,COLOUR,Black/Electric Red/White With Black/Electric Red Waistbands,,,B0B6M5SYHM,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/51ssd+BtuoL._AC_SL1080_.jpg,10,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,Small,COLOUR,Navy With Light Blue/Orange/Blue Waistbands,,,B099BX8GS6,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/51q1YBNclgL._AC_SL1080_.jpg,11,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,3X-Large,COLOUR,Navy/Grey/Royal Blue,,,B09RQ7ZHNS,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/51gLk0TOp9L._AC_SL1080_.jpg,12,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,Large,COLOUR,Black With Black Waistbands,,,B0D96XVGSH,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/51EYPtwh7yL._AC_SL1080_.jpg,13,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,Large,COLOUR,Black With White Waistbands,,,B0D9PCM9GJ,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/410RpDAhLJL._AC_SL1080_.jpg,14,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,Large,COLOUR,Black/Black/Black,,,B0D9PBXVYC,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/61ZJRiU4QtL._AC_SL1500_.jpg,15,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,Large,COLOUR,Black/White/Grey,,,B0D96X36CX,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/619EIGg1TmL._AC_SL1500_.jpg,16,,FALSE,,,,,,,,,,,,,,,,,,,,active,
