Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Collection
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,Large,COLOUR,Black With Ocean Blue/Sky Mist/Graphite Waistbands,,,B0BZZRVRJL,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/610PRg3aYmL._AC_SL1500_.jpg,102,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,Large,COLOUR,Black With Black Waistbands (New),,,B07SDD3ZHR,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/91YGbUdSO6L._AC_SL1500_.jpg,103,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,Large,COLOUR,Black/Electric Red/White With Black/Electric Red Waistbands,,,B0B6LLJTC5,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/613fkQkeXdL._AC_SL1500_.jpg,104,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Small,COLOUR,Lavender/Navy Blue/Dove Grey,,,B0B6LSNG74,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/61hwwJDWV-L._AC_SL1500_.jpg,105,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Small,COLOUR,Navy Blue/White/Navy Striped,,,B08QB3CLTZ,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/61Wllqk0OFL._AC_SL1500_.jpg,106,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,3X-Large,COLOUR,Black/White/Dove Grey,,,B099BJW81B,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/617gz5WNAdL._AC_SL1500_.jpg,107,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,3X-Large,COLOUR,Black With Azure Blue/Sage Grey/Pink Waistbands,,,B0B6LL9YBY,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/61KPDmjxV1L._AC_SL1500_.jpg,108,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,3X-Large,COLOUR,Royal Blue/Light Blue/Grey,,,B0D96WS216,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/61MBqdYd7vL._AC_SL1500_.jpg,109,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,3X-Large,COLOUR,Navy/Royal Blue/Light Blue,,,B0D96WRKTK,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/81PhS686dfL._AC_SL1500_.jpg,110,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,Large,COLOUR,Navy With Light Blue/Orange/Blue Waistbands,,,B099BX8GS7,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/51rCg6C+uhL._AC_SL1280_.jpg,111,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,3X-Large,COLOUR,Black/White/Grey With Multicolor Waistband,,,B07SC7KKF6,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/617-5fXOfdL._AC_SL1500_.jpg,112,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,3X-Large,COLOUR,Black/Electric Red/White With Black/Electric Red Waistbands,,,B0B6LS1H12,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/71S58keAYSL._AC_SL1500_.jpg,113,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,3X-Large,COLOUR,Dove Grey/White/Navy Blue,,,B099BGXQ92,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/91jLCvRGdsL._AC_SL1500_.jpg,114,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,3X-Large,COLOUR,Dove Grey/Royal Blue/Navy Blue/White,,,B099BT7ZXF,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/61plnW-CVeL._AC_SL1500_.jpg,115,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Small,COLOUR,Black With Black Waistbands,,,B0D96WGXB9,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/71MBOR54kUL._AC_SL1500_.jpg,116,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,Small,COLOUR,Black/White/Dove Grey,,,B099BDNQXZ,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/81kTnwpzonL._AC_SL1500_.jpg,117,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Small,COLOUR,Black With White Waistbands,,,B0D9PDHJDZ,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/615nSZWzTuL._AC_SL1500_.jpg,118,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,Small,COLOUR,Black With Azure Blue/Sage Grey/Pink Waistbands,,,B0B6LTTD4H,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/51UNP6hkGAL._AC_SL1500_.jpg,119,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Small,COLOUR,Black/Black/Black,,,B0D9PD7M8K,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/610+99YJxhL._AC_SL1500_.jpg,120,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,Small,COLOUR,Dove Grey/White/Navy Blue,,,B099BR958X,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/61SnYGMDnCL._AC_SL1500_.jpg,121,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Small,COLOUR,Black/White/Grey,,,B0D96WNCDG,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/61xQnnA50AL._AC_SL1500_.jpg,122,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,Small,COLOUR,Dove Grey/Royal Blue/Navy Blue/White,,,B099BPL6S4,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/71Sh6R9BdSL._AC_SL1500_.jpg,123,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Small,COLOUR,Dove Grey,,,B0D96X633M,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/51wB9x3EZ-L._AC_SL1000_.jpg,124,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Large,COLOUR,Black With Black Waistbands,,,B0D96XB6BM,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/81TyZeoQs4L._AC_SL1500_.jpg,125,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Small,COLOUR,Light Blue/Bright Blue/Grey,,,B099BCTRF4,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/71Hheoxvb+L._AC_SL1500_.jpg,126,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,Small,COLOUR,Black/Electric Red/White With Black/Electric Red Waistbands,,,B0B6LVBQSR,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/81j-E4fn1xL._AC_SL1500_.jpg,127,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Large,COLOUR,Black With White Waistbands,,,B0D9PDGDTC,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/81aOvW736AL._AC_SL1500_.jpg,128,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Small,COLOUR,Navy Blue/Green/Red,,,B0D96XKSGC,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/41VKYwQX1LL._AC_SL1280_.jpg,129,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,Small,COLOUR,Black With Black Waistbands (New),,,B07SDD3T29,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/51oCVGyM9SL._AC_SL1500_.jpg,130,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Large,COLOUR,Black/Black/Black,,,B0D9PBD76J,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/61U690hB8XL._AC_SL1500_.jpg,131,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Small,COLOUR,Navy Blue/Grey/Red,,,B08QBV19BR,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/611RWrwwpAL._AC_SL1500_.jpg,132,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Large,COLOUR,Black/White/Grey,,,B0D96WNHDQ,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/617mNZ84a1L._AC_SL1500_.jpg,133,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Small,COLOUR,Navy Blue/Red/Blue,,,B0D96WJ83N,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/61mDUDrXS6L._AC_SL1500_.jpg,134,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Large,COLOUR,Dove Grey,,,B0D96X3MBY,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/91SZUvb5x8L._AC_SL1500_.jpg,135,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Small,COLOUR,Navy Blue/Royal Blue/Light Blue,,,B0BZZQMLT9,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/81KCRnBhMVL._AC_SL1500_.jpg,136,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Large,COLOUR,Light Blue/Bright Blue/Grey,,,B099BQ2CZD,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/81SWb18HVdL._AC_SL1500_.jpg,137,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Large,COLOUR,Navy Blue/Green/Red,,,B0D96X25PS,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/812NcRWK4dL._AC_SL1500_.jpg,138,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Large,COLOUR,Navy Blue/Grey/Red,,,B08QB7YY91,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/413DJJ1CFtL._AC_SL1080_.jpg,139,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Large,COLOUR,Navy Blue/Red/Blue,,,B0D96X69V4,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/51Q1C6YpeAL._AC_SL1080_.jpg,140,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,X-Large,COLOUR,Navy Blue/Royal Blue/Light Blue,,,B0BZZR5P4F,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/51zE6k9Lk2L._AC_SL1080_.jpg,141,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,3X-Large,COLOUR,Sage Grey/Black/Midnight Smoke,,,B0B6M4R3WC,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/51ZlzCGY4LL._AC_SL1080_.jpg,142,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,Small,COLOUR,Black With Ocean Blue/Sky Mist/Graphite Waistbands,,,B0BZZQ9GJK,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/51C8euZQMBL._AC_SL1080_.jpg,143,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,Small,COLOUR,Royal Blue/Light Blue/Grey,,,B0D96WT1WF,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/51cU2xjf8jL._AC_SL1080_.jpg,144,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Iconic-Lifestyle-Cotton-Stretch-B08QC6LMB9,"Lacoste Men's Cotton Stretch Tricolor Waistband Trunks, 3-Pack",,,,,TRUE,SIZE,Small,COLOUR,Navy/Royal Blue/Light Blue,,,B0D96VZKT6,0,shopify,100,deny,manual,29.06,29.06,TRUE,TRUE,,https://m.media-amazon.com/images/I/4158+rayz9L._AC_SL1080_.jpg,145,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Legacy-Classic-Pique-Sleeve-B0CZ5DTB87,Lacoste Men's Slim Fit L12.12 Short Sleeve Pique Polo Shirt,"<div class=""a-expander-collapsed-height a-row a-expander-container a-spacing-medium a-expander-partial-collapse-container"" data-a-expander-collapsed-height=""400"" data-a-expander-name=""productFactsDesktopExpander"" id=""productFactsDesktopExpander"" style=""max-height:400px""> <div class=""a-expander-content a-expander-partial-collapse-content"" data-expanded=""false""> <h3 class=""product-facts-title""> Product details </h3> <!-- this uses AUI list/listitem elements in desktop --> <div class=""a-section"" role=""list""> <div class=""a-fixed-left-grid product-facts-detail""><div class=""a-fixed-left-grid-inner"" style=""padding-left:140px""> <div class=""a-fixed-left-grid-col a-col-left"" style=""width:140px;margin-left:-140px;float:left;""> <span style=""font-weight: 600;""> <span class=""a-color-base"">Fabric type</span> </span> </div> <div class=""a-fixed-left-grid-col a-col-right"" style=""padding-left:6%;float:left;""> <span style=""font-weight: 400;""> <span class=""a-color-base"">100% Cotton</span> </span> </div> </div></div> <div class=""a-fixed-left-grid product-facts-detail""><div class=""a-fixed-left-grid-inner"" style=""padding-left:140px""> <div class=""a-fixed-left-grid-col a-col-left"" style=""width:140px;margin-left:-140px;float:left;""> <span style=""font-weight: 600;""> <span class=""a-color-base"">Care instructions</span> </span> </div> <div class=""a-fixed-left-grid-col a-col-right"" style=""padding-left:6%;float:left;""> <span style=""font-weight: 400;""> <span class=""a-color-base"">Machine Wash, Line Dry</span> </span> </div> </div></div> <div class=""a-fixed-left-grid product-facts-detail""><div class=""a-fixed-left-grid-inner"" style=""padding-left:140px""> <div class=""a-fixed-left-grid-col a-col-left"" style=""width:140px;margin-left:-140px;float:left;""> <span style=""font-weight: 600;""> <span class=""a-color-base"">Origin</span> </span> </div> <div class=""a-fixed-left-grid-col a-col-right"" style=""padding-left:6%;float:left;""> <span style=""font-weight: 400;""> <span class=""a-color-base"">Imported</span> </span> </div> </div></div> <div class=""a-fixed-left-grid product-facts-detail""><div class=""a-fixed-left-grid-inner"" style=""padding-left:140px""> <div class=""a-fixed-left-grid-col a-col-left"" style=""width:140px;margin-left:-140px;float:left;""> <span style=""font-weight: 600;""> <span class=""a-color-base"">Closure type</span> </span> </div> <div class=""a-fixed-left-grid-col a-col-right"" style=""padding-left:6%;float:left;""> <span style=""font-weight: 400;""> <span class=""a-color-base"">Button</span> </span> </div> </div></div> </div> <!-- this is where AUI list/listitem elements in desktop ends --> <hr aria-hidden=""true"" class=""a-spacing-base a-spacing-top-base a-divider-normal""/> <h3 class=""product-facts-title""> About this item </h3> <ul class=""a-unordered-list a-vertical a-spacing-small""> <li><span class=""a-list-item a-size-base a-color-base"">SIZE UP. Polo is slim fit &amp; runs small, size up to ensure proper fit.</span></li> <li><span class=""a-list-item a-size-base a-color-base"">SLIM FIT. Slim through the chest and waist for a form fitted and contemporary silhouette</span></li> <li><span class=""a-list-item a-size-base a-color-base"">PREMIUM FABRICATION. Lacoste original cotton petit piqué fabric is both soft and durable</span></li> <li><span class=""a-list-item a-size-base a-color-base"">TEXTURED FINISH. Polo has a ribbed finish on the collar &amp; sleeves, offering a two button placket.</span></li> <li><span class=""a-list-item a-size-base a-color-base"">SIGNATURE LOGO. The embroidered green crocodile is visible on left chest,</span></li> </ul> </div> <div class=""a-expander-header a-expander-partial-collapse-header"" id=""productFactsToggleButton""><div class=""a-expander-content-fade""></div><a aria-expanded=""false"" aria-hidden=""true"" class=""a-declarative"" data-a-expander-toggle=""{&quot;allowLinkDefault&quot;:true, &quot;expand_prompt&quot;:&quot;See more &lt;span class='aok-offscreen'&gt;About this item&lt;/span&gt;&quot;, &quot;collapse_prompt&quot;:&quot;See less &lt;span class='aok-offscreen'&gt;About this item&lt;/span&gt;&quot;}"" data-action=""a-expander-toggle"" href=""javascript:void(0)"" role=""button""><i class=""a-icon a-icon-extender-expand""></i><span class=""a-expander-prompt"">See more <span class=""aok-offscreen"">About this item</span></span></a></div> </div>",,,,TRUE,SIZE,XX-Large,COLOUR,Marina,,,B09TFTYVTR,0,shopify,100,deny,manual,54.99,54.99,TRUE,TRUE,,https://m.media-amazon.com/images/I/81omP7hUgzL._AC_SL1500_.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Legacy-Classic-Pique-Sleeve-B0CZ5DTB87,Lacoste Men's Slim Fit L12.12 Short Sleeve Pique Polo Shirt,,,,,TRUE,SIZE,X-Large,COLOUR,Raffia Matting,,,B07WH4GDYG,0,shopify,100,deny,manual,54.99,54.99,TRUE,TRUE,,https://m.media-amazon.com/images/I/819w9dDRlPL._AC_SL1500_.jpg,2,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Legacy-Classic-Pique-Sleeve-B0CZ5DTB87,Lacoste Men's Slim Fit L12.12 Short Sleeve Pique Polo Shirt,,,,,TRUE,SIZE,XX-Large,COLOUR,Lion,,,B0CHGFMBSM,0,shopify,100,deny,manual,54.99,54.99,TRUE,TRUE,,https://m.media-amazon.com/images/I/71t3Rc7yQcL._AC_SL1500_.jpg,3,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Legacy-Classic-Pique-Sleeve-B0CZ5DTB87,Lacoste Men's Slim Fit L12.12 Short Sleeve Pique Polo Shirt,,,,,TRUE,SIZE,XX-Large,COLOUR,Navy Blue,,,B010ND0VX4,0,shopify,100,deny,manual,54.99,54.99,TRUE,TRUE,,https://m.media-amazon.com/images/I/61Ir+z5oZ7L._AC_SL1500_.jpg,4,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Legacy-Classic-Pique-Sleeve-B0CZ5DTB87,Lacoste Men's Slim Fit L12.12 Short Sleeve Pique Polo Shirt,,,,,TRUE,SIZE,XX-Large,COLOUR,Mauveglow,,,B0CHGML7GD,0,shopify,100,deny,manual,54.99,54.99,TRUE,TRUE,,https://m.media-amazon.com/images/I/51yinhjYJcL._AC_SL1080_.jpg,5,,FALSE,,,,,,,,,,,,,,,,,,,,active,
Lacoste-Legacy-Classic-Pique-Sleeve-B0CZ5DTB87,Lacoste Men's Slim Fit L12.12 Short Sleeve Pique Polo Shirt,,,,,TRUE,SIZE,X-Large,COLOUR,Liamone,,,B0B6WWBPF9,0,shopify,100,deny,manual,54.99,54.99,TRUE,TRUE,,https://m.media-amazon.com/images/I/71MHBBXczIL._AC_SL1080_.jpg,6,,FALSE,,,,,,,,,,,,,,,,,,,,active,
